,sentence,foodlist
13275,금일 식사는 오전에 배추 김치랑 순두부찌개를 조금 먹음,"['배추 김치', '순두부찌개']"
13276,8시에 총각 김치 로제 파스타를 급하게 먹을꺼야,"['총각 김치', '로제 파스타']"
13277,7시에 마라탕이랑 볶음밥을 없음 먹었다,"['마라탕', '볶음밥']"
13278,내일  점심에 삼겹살 냉면을 빨리 먹을게,"['삼겹살', '냉면']"
13279,금일 식사로는 배추하고 총각 김치를 살짝 먹을게,"['배추', '총각 김치']"
13280,내일 식사는 1시에 나시고랭과 순두부찌개를 적당히 먹을게,"['나시고랭', '순두부찌개']"
13281,"오늘 저녁으로 볶음밥, 햄버거를 많이 먹을게","['볶음밥', '햄버거']"
13282,오늘 9시에 떡만두국과 수육을 많이 먹었다,"['떡만두국', '수육']"
13283,일일 12시에 볶음밥이랑 간짜장면을 맛있게 먹을게,"['볶음밥', '간짜장면']"
13284,금일 식사는 11시에 냉면과 간짜장면을 살짝 먹을게,"['냉면', '간짜장면']"
13285,"오늘 아침에 떡만두국, 떡을 먹을것임","['떡만두국', '떡']"
13286,익일 식사로는 3시에 김치 볶음밥하고 라면을 없음 먹었어,"['김치 볶음밥', '라면']"
13287,익일 3시에 마라탕하고 배추를 살짝 먹음,"['마라탕', '배추']"
13288,오늘 12시에 김치 볶음밥 콩밥을 맛있게 먹음,"['김치 볶음밥', '콩밥']"
13289,내일 식사는 6시에 배추와 냉면을 살짝 먹을것 같아,"['배추', '냉면']"
13290,내일 식사로는 오전에 수육이랑 오복쟁반을 먹을꺼야,"['수육', '오복쟁반']"
13291,내일 식사는 2시에 삼겹살하고 토마토를 조금만 먹을것임,"['삼겹살', '토마토']"
13292,일일 아침으로 토마토 파스타하고 돈까스를 조금만 먹을게,"['토마토 파스타', '돈까스']"
13293,"내일 식사는 김치찜, 김치를 조금만 먹을게","['김치찜', '김치']"
13294,금일 점심에 돈까스하고 라면을 쪼금 먹었다,"['돈까스', '라면']"
13295,오늘 식사는 간식으로 한우 소고기를 맛있게,"['한우', '소고기']"
13296,오늘 식사는 탕수육 햄버거를 없음 먹었어,"['탕수육', '햄버거']"
13297,익일 10시에 토마토 샐러드와 쌀밥을 급하게 먹을것 같아,"['토마토 샐러드', '쌀밥']"
13298,익일 오전에 스테이크랑 토마토 파스타를 조금만 먹을꺼야,"['스테이크', '토마토 파스타']"
13299,오늘 식사는 오후에 된장 라면하고 토마토를 적당히 먹었다,"['된장 라면', '토마토']"
13300,일일 아침으로 토마토를 급하게,['토마토']
13301,오늘 식사는 6시에 쌀밥하고 스테이크를 없음 먹을것임,"['쌀밥', '스테이크']"
13302,익일 식사는 3시에 순두부찌개 배추 된장국을 급하게 먹을것임,"['순두부찌개', '배추 된장국']"
13303,그저께 8시에 간짜장면과 피자와 된장 라면을 많이 먹었다,"['간짜장면', '피자', '된장 라면']"
13304,"내일 식사로는 2시에 한우, 배추를 급하게 먹을것임","['한우', '배추']"
13305,"어제 2시에 알리오올리오, 김치 볶음밥을 쪼금 먹음","['알리오올리오', '김치 볶음밥']"
13306,오늘 4시에 김치찜이랑 볶음밥과 돈까스를 먹었네,"['김치찜', '볶음밥', '돈까스']"
13307,오늘 12시에 배추 김치와 떡만두국을 쪼금,"['배추 김치', '떡만두국']"
13308,익일 식사로는 3시에 토마토 샐러드를 많이 먹을꺼야,['토마토 샐러드']
13309,내일 식사로는 아침으로 제육볶음이랑 돈까스를 많이 먹을것 같아,"['제육볶음', '돈까스']"
13310,금일 2시에 간짜장 햄버거를 맛있게 먹음,"['간짜장', '햄버거']"
13311,어제 보쌈과 간짜장면을 적정량 먹을꺼야,"['보쌈', '간짜장면']"
13312,내일 식사는 점심으로 피자랑 한우를 없음 먹었다,"['피자', '한우']"
13313,익일 식사로는 1시에 짜장면이랑 토마토를 빨리 먹음,"['짜장면', '토마토']"
13314,금일 식사로는 9시에 순두부찌개 로제 파스타를 맛있게 먹을꺼야,"['순두부찌개', '로제 파스타']"
13315,어제 간식으로 갈비랑 한우를 맛있게 먹었어,"['갈비', '한우']"
13316,"금일 식사로는 저녁에 햄버거, 족발 보쌈을 많이 먹었다","['햄버거', '족발 보쌈']"
13317,"내일  9시에 배추 된장국, 떡만두국을 없음 먹을꺼야","['배추 된장국', '떡만두국']"
13318,금일 5시에 총각 김치랑 간짜장을 조금 먹을게,"['총각 김치', '간짜장']"
13319,어제 10시에 보쌈하고 떡만두국을 맛있게 먹을꺼야,"['보쌈', '떡만두국']"
13320,금일 식사는 5시에 배추 김치와 스테이크를 쪼금 먹을것 같아,"['배추 김치', '스테이크']"
13321,익일 식사는 3시에 배추 김치를 적정량 먹었어,['배추 김치']
13322,일일 4시에 쌀밥이랑 순두부찌개를 적정량 먹을게,"['쌀밥', '순두부찌개']"
13323,익일 식사로는 간식으로 토마토 파스타와 족발 보쌈을 많이 먹을것임,"['토마토 파스타', '족발 보쌈']"
13324,익일 식사로는 간식으로 오복쟁반 족발을 적정량 먹음,"['오복쟁반', '족발']"
13325,어제 오전에 족발과 김치찌개를 급하게 먹을게,"['족발', '김치찌개']"
13326,아침에 돈까스랑 소고기를 급하게 먹을꺼야,"['돈까스', '소고기']"
13327,내일  2시에 토마토와 김치를 적정량 먹을것임,"['토마토', '김치']"
13328,내일  10시에 배추하고 비빔밥을 살짝 먹음,"['배추', '비빔밥']"
13329,오늘 식사는 아침에 만두국이랑 김치찜을 적정량 먹음,"['만두국', '김치찜']"
13330,내일 식사로는 점심에 피자하고 떡만두국을 먹었다,"['피자', '떡만두국']"
13331,익일 식사로는 저녁으로 순두부찌개랑 배추 김치를 조금 먹을게,"['순두부찌개', '배추 김치']"
13332,"금일 식사로는 아침으로 평양 냉면, 족발 보쌈을 먹었다","['평양 냉면', '족발 보쌈']"
13333,그저께 10시에 족발과 토마토를 급하게 먹을게,"['족발', '토마토']"
13334,어제 5시에 냉면과 짜장면을 먹을것임,"['냉면', '짜장면']"
13335,금일 오후에 나시고랭 로제 파스타를 급하게 먹음,"['나시고랭', '로제 파스타']"
13336,내일 식사로는 11시에 간짜장면을 쪼금 먹을게,['간짜장면']
13337,그저께 8시에 오복쟁반을 먹었네,['오복쟁반']
13338,"내일 식사로는 9시에 밥, 순두부찌개를 조금 먹었어","['밥', '순두부찌개']"
13339,오늘 식사는 7시에 마라탕 된장찌개를 급하게 먹을게,"['마라탕', '된장찌개']"
13340,내일  아침에 돈까스 만두국을 조금만,"['돈까스', '만두국']"
13341,금일 식사로는 점심에 김치찜하고 간짜장면을 없음 먹었다,"['김치찜', '간짜장면']"
13342,금일 오전에 오복쟁반 밥을 먹었어,"['오복쟁반', '밥']"
13343,내일 식사로는 10시에 보쌈하고 된장찌개를 급하게 먹었어,"['보쌈', '된장찌개']"
13344,내일 식사는 7시에 총각 김치랑 냉면을 급하게 먹었네,"['총각 김치', '냉면']"
13345,"내일 모레 마라탕, 라면을 적정량 먹을꺼야","['마라탕', '라면']"
13346,어제 돈까스 탕수육을 살짝,"['돈까스', '탕수육']"
13347,금일 식사는 김치찌개랑 갈비탕을 많이 먹었어,"['김치찌개', '갈비탕']"
13348,오늘 식사로는 5시에 토마토 마라탕을 급하게 먹을꺼야,"['토마토', '마라탕']"
13349,내일  3시에 김치찌개와 피자를 쪼금,"['김치찌개', '피자']"
13350,그저께 점심으로 탕수육과 라면을 맛있게 먹을것임,"['탕수육', '라면']"
13351,익일 식사는 12시에 팟타이랑 마라탕을 없음 먹음,"['팟타이', '마라탕']"
13352,익일 7시에 스테이크를 많이 먹을것임,['스테이크']
13353,오늘 식사는 1시에 비빔밥과 한우를 조금만 먹을게,"['비빔밥', '한우']"
13354,내일 식사로는 3시에 순두부찌개 배추 된장국을 없음 먹었네,"['순두부찌개', '배추 된장국']"
13355,금일 식사는 12시에 된장찌개랑 로제 파스타를 빨리 먹을것 같아,"['된장찌개', '로제 파스타']"
13356,내일 식사로는 4시에 배추하고 짜장면을 살짝 먹을것 같아,"['배추', '짜장면']"
13357,일일 4시에 라면하고 김치를 빨리 먹었네,"['라면', '김치']"
13358,어제 10시에 순두부찌개하고 밥을 없음 먹을것 같아,"['순두부찌개', '밥']"
13359,일일 8시에 라면 팟타이하고 돈까스를 빨리 먹을것임,"['라면', '팟타이', '돈까스']"
13360,"그저께 9시에 족발 보쌈, 총각 김치를 쪼금 먹을게","['족발 보쌈', '총각 김치']"
13361,내일 식사는 6시에 쌀밥과 김치 볶음밥을 적당히 먹을것임,"['쌀밥', '김치 볶음밥']"
13362,어제 7시에 비빔밥과 로제 파스타를 쪼금 먹을것임,"['비빔밥', '로제 파스타']"
13363,어제 11시에 마라탕 탕수육을 빨리 먹을꺼야,"['마라탕', '탕수육']"
13364,금일 식사는 3시에 떡이랑 탕수육을 없음,"['떡', '탕수육']"
13365,어제 5시에 비빔밥과 김치를 쪼금 먹었어,"['비빔밥', '김치']"
13366,금일 식사로는 12시에 짜장면 냉면을 급하게 먹었어,"['짜장면', '냉면']"
13367,내일 식사는 알리오올리오 김치 볶음밥을 살짝 먹었다,"['알리오올리오', '김치 볶음밥']"
13368,내일 식사는 저녁으로 토마토 파스타하고 김밥을 먹었어,"['토마토 파스타', '김밥']"
13369,어제 점심으로 순두부찌개랑 배추를 살짝 먹었어,"['순두부찌개', '배추']"
13370,어제 1시에 볶음밥과 간짜장면을 없음 먹을게,"['볶음밥', '간짜장면']"
13371,"오늘 식사는 2시에 간짜장, 오복쟁반을 조금만 먹을것 같아","['간짜장', '오복쟁반']"
13372,금일 9시에 라면하고 나시고랭을 없음 먹었어,"['라면', '나시고랭']"
13373,어제 점심으로 족발 보쌈을 적당히 먹음,['족발 보쌈']
13374,어제 7시에 배추하고 김밥을 쪼금 먹을것임,"['배추', '김밥']"
13375,금일 식사는 저녁에 삼겹살과 밥을 살짝 먹었네,"['삼겹살', '밥']"
13376,익일 6시에 돈까스와 김치찜을 조금 먹었네,"['돈까스', '김치찜']"
13377,오늘 10시에 짜장면이랑 간짜장과 배추와 한우랑 토마토 파스타를 살짝 먹을게,"['짜장면', '간짜장', '배추', '한우', '토마토 파스타']"
13378,익일 식사는 8시에 탕수육하고 로제 파스타를 급하게 먹을것임,"['탕수육', '로제 파스타']"
13379,내일  10시에 쌀밥하고 제육볶음을 많이 먹었네,"['쌀밥', '제육볶음']"
13380,내일 식사로는 7시에 김치 볶음밥이랑 팟타이를 빨리 먹을꺼야,"['김치 볶음밥', '팟타이']"
13381,익일 7시에 김치하고 평양 냉면을 먹을것 같아,"['김치', '평양 냉면']"
13382,"오늘 12시에 갈비, 갈비랑 만두국하고 보쌈을 조금만 먹을것 같아","['갈비', '갈비', '만두국', '보쌈']"
13383,금일 식사는 4시에 배추 된장국 라면을 급하게,"['배추 된장국', '라면']"
13384,"내일 모레 아침에 족발 보쌈, 쌀밥을 없음 먹을게","['족발 보쌈', '쌀밥']"
13385,오늘 식사로는 1시에 갈비랑 족발을 빨리 먹었다,"['갈비', '족발']"
13386,내일 모레 3시에 토마토 샐러드 떡만두국을 많이 먹음,"['토마토 샐러드', '떡만두국']"
13387,그저께 아침으로 만두국이랑 돈까스를 빨리 먹었네,"['만두국', '돈까스']"
13388,어제 3시에 알리오올리오하고 돈까스하고 햄버거를 없음 먹었어,"['알리오올리오', '돈까스', '햄버거']"
13389,금일 식사로는 8시에 김치와 보쌈을 쪼금 먹을게,"['김치', '보쌈']"
13390,내일 식사는 3시에 스테이크랑 배추 된장국을 적당히 먹었어,"['스테이크', '배추 된장국']"
13391,"내일 식사는 간식으로 떡, 토마토 파스타랑 소고기랑 된장 라면을 살짝 먹을것임","['떡', '토마토 파스타', '소고기', '된장 라면']"
13392,익일 식사는 저녁에 밥 돈까스를 조금만,"['밥', '돈까스']"
13393,그저께 점심으로 갈비하고 나시고랭을 조금,"['갈비', '나시고랭']"
13394,금일 점심으로 된장 라면이랑 토마토 샐러드를 쪼금 먹었네,"['된장 라면', '토마토 샐러드']"
13395,오늘 3시에 알리오올리오와 된장찌개를 먹음,"['알리오올리오', '된장찌개']"
13396,금일 식사는 5시에 배추 김치와 토마토를 조금 먹었어,"['배추 김치', '토마토']"
13397,오늘 식사로는 아침으로 나시고랭과 김치를 먹을꺼야,"['나시고랭', '김치']"
13398,"오늘 식사로는 3시에 족발 보쌈과 간짜장면 김치찌개, 쌀밥을 급하게 먹었다","['족발 보쌈', '간짜장면', '김치찌개', '쌀밥']"
13399,어제 10시에 평양 냉면을 없음 먹었네,['평양 냉면']
13400,"금일 7시에 소고기 비빔밥과 토마토 파스타, 토마토를 적정량 먹을꺼야","['소고기 비빔밥', '토마토 파스타', '토마토']"
13401,내일 식사는 2시에 된장찌개하고 만두국을 많이 먹었네,"['된장찌개', '만두국']"
13402,내일 모레 11시에 짜장면하고 수육을 조금 먹을게,"['짜장면', '수육']"
13403,"일일 5시에 토마토 샐러드와 떡만두국, 짜장면, 만두국과 탕수육을 맛있게 먹을것 같아","['토마토 샐러드', '떡만두국', '짜장면', '만두국', '탕수육']"
13404,익일 식사는 점심에 김치찌개를 급하게 먹었다,['김치찌개']
13405,내일 식사는 1시에 떡과 김밥을 적당히,"['떡', '김밥']"
13406,"어제 아침으로 된장 라면, 순두부찌개를 쪼금 먹었어","['된장 라면', '순두부찌개']"
13407,익일 식사로는 2시에 제육볶음을 적당히 먹었다,['제육볶음']
13408,내일 식사는 오전에 삼겹살을 조금 먹을꺼야,['삼겹살']
13409,오늘 5시에 냉면을 조금 먹을꺼야,['냉면']
13410,금일 식사로는 간식으로 토마토랑 마라탕을 쪼금 먹었다,"['토마토', '마라탕']"
13411,"익일 식사로는 아침으로 삼겹살, 떡을 살짝 먹을것 같아","['삼겹살', '떡']"
13412,"오늘 식사로는 11시에 나시고랭, 떡만두국을 살짝 먹었어","['나시고랭', '떡만두국']"
13413,내일  오전에 탕수육과 볶음밥을 적정량 먹었네,"['탕수육', '볶음밥']"
13414,오늘 7시에 피자하고 스테이크를 급하게,"['피자', '스테이크']"
13415,"금일 식사로는 10시에 족발 보쌈, 순두부찌개를 급하게 먹을것임","['족발 보쌈', '순두부찌개']"
13416,"금일 10시에 탕수육, 토마토를 맛있게","['탕수육', '토마토']"
13417,어제 11시에 평양 냉면을 적정량 먹을것 같아,['평양 냉면']
13418,"내일 식사는 6시에 토마토, 수육을 맛있게 먹었어","['토마토', '수육']"
