,sentence,foodlist
5001,내일 모레 8시에 간짜장면하고 김치찌개를 많이 먹음,"['간짜장면', '김치찌개']"
5002,오늘 식사는 11시에 갈비탕과 쌀밥을 조금만 먹을것임,"['갈비탕', '쌀밥']"
5003,오늘 식사로는 저녁으로 간짜장과 배추 된장국을 쪼금 먹었네,"['간짜장', '배추 된장국']"
5004,어제 3시에 소고기와 소고기 비빔밥을 급하게 먹었다,"['소고기', '소고기 비빔밥']"
5005,익일 식사로는 7시에 비빔밥 마라탕을 급하게 먹었다,"['비빔밥', '마라탕']"
5006,금일 아침으로 김치찌개랑 된장찌개를 적정량,"['김치찌개', '된장찌개']"
5007,오늘 간식으로 피자하고 된장찌개를 적당히 먹을게,"['피자', '된장찌개']"
5008,2시에 갈비와 된장찌개를,"['갈비', '된장찌개']"
5009,"내일 식사로는 4시에 알리오올리오, 한우를 맛있게 먹을꺼야","['알리오올리오', '한우']"
5010,"8시에 배추 된장국 떡 로제 파스타와 제육볶음, 족발 보쌈을 급하게 먹었네","['배추 된장국', '떡', '로제 파스타', '제육볶음', '족발 보쌈']"
5011,그저께 저녁에 콩밥 배추를 쪼금 먹을꺼야,"['콩밥', '배추']"
5012,금일 식사는 아침에 만두국이랑 스테이크하고 토마토 샐러드를 적정량 먹었어,"['만두국', '스테이크', '토마토 샐러드']"
5013,내일 모레 아침에 간짜장하고 김치찜을 쪼금 먹을것임,"['간짜장', '김치찜']"
5014,"내일  2시에 토마토, 라면을 쪼금 먹을꺼야","['토마토', '라면']"
5015,익일 5시에 비빔밥이랑 한우를 없음 먹었어,"['비빔밥', '한우']"
5016,금일 식사로는 12시에 간짜장면 냉면을 조금만,"['간짜장면', '냉면']"
5017,익일 오전에 김치 볶음밥하고 평양 냉면을 먹을꺼야,"['김치 볶음밥', '평양 냉면']"
5018,오늘 9시에 된장 라면이랑 소고기 비빔밥을 먹었네,"['된장 라면', '소고기 비빔밥']"
5019,"금일 2시에 떡, 수육을 먹을것 같아","['떡', '수육']"
5020,일일 8시에 김치하고 나시고랭을 적정량 먹을것임,"['김치', '나시고랭']"
5021,익일 식사는 오전에 피자 평양 냉면을 급하게 먹을것 같아,"['피자', '평양 냉면']"
5022,10시에 나시고랭 간짜장면을 조금만 먹음,"['나시고랭', '간짜장면']"
5023,내일 모레 아침에 스테이크 김치찌개를 조금,"['스테이크', '김치찌개']"
5024,어제 8시에 토마토 샐러드 김치 볶음밥을 조금 먹었네,"['토마토 샐러드', '김치 볶음밥']"
5025,금일 2시에 순두부찌개랑 토마토를 없음 먹었다,"['순두부찌개', '토마토']"
5026,어제 오전에 마라탕 순두부찌개를 적정량 먹을것 같아,"['마라탕', '순두부찌개']"
5027,익일 식사는 8시에 마라탕이랑 김치찜을 조금 먹었네,"['마라탕', '김치찜']"
5028,금일 식사는 아침에 비빔밥과 오복쟁반을 맛있게 먹었네,"['비빔밥', '오복쟁반']"
5029,내일  간식으로 로제 파스타 보쌈을 쪼금 먹었다,"['로제 파스타', '보쌈']"
5030,일일 점심으로 족발하고 돈까스를 적정량 먹을꺼야,"['족발', '돈까스']"
5031,내일 모레 10시에 평양 냉면이랑 만두국을 적정량 먹을꺼야,"['평양 냉면', '만두국']"
5032,내일 식사로는 아침에 족발이랑 제육볶음을 먹을게,"['족발', '제육볶음']"
5033,"익일 식사는 오후에 갈비탕이랑 갈비, 제육볶음을 조금 먹을것 같아","['갈비탕', '갈비', '제육볶음']"
5034,오늘 식사로는 족발하고 보쌈을 적당히 먹었네,"['족발', '보쌈']"
5035,그저께 7시에 김치 볶음밥 알리오올리오를 먹음,"['김치 볶음밥', '알리오올리오']"
5036,익일 식사로는 10시에 쌀밥 알리오올리오를 많이 먹었다,"['쌀밥', '알리오올리오']"
5037,내일  점심으로 쌀밥과 배추 된장국을 먹을꺼야,"['쌀밥', '배추 된장국']"
5038,1시에 토마토 샐러드 탕수육을 조금 먹을것임,"['토마토 샐러드', '탕수육']"
5039,일일 된장 라면과 라면을 먹을것 같아,"['된장 라면', '라면']"
5040,5시에 김치찌개 간짜장을,"['김치찌개', '간짜장']"
5041,내일 모레 8시에 떡만두국하고 토마토 샐러드를 많이 먹을꺼야,"['떡만두국', '토마토 샐러드']"
5042,오늘 간식으로 갈비탕과 갈비탕을 빨리 먹을꺼야,"['갈비탕', '갈비탕']"
5043,"익일 식사는 4시에 스테이크, 짜장면 간짜장하고 배추 김치랑 김치를 많이 먹을것임","['스테이크', '짜장면', '간짜장', '배추 김치', '김치']"
5044,오늘 식사는 아침으로 토마토랑 보쌈을 적당히 먹을것 같아,"['토마토', '보쌈']"
5045,익일 식사로는 9시에 총각 김치하고 갈비탕을 조금만 먹음,"['총각 김치', '갈비탕']"
5046,내일 식사는 11시에 냉면이랑 김치찜을 맛있게 먹음,"['냉면', '김치찜']"
5047,익일 8시에 햄버거하고 된장 라면을 적당히 먹을게,"['햄버거', '된장 라면']"
5048,금일 3시에 된장 라면 김치 볶음밥을 빨리 먹었다,"['된장 라면', '김치 볶음밥']"
5049,"금일 식사는 저녁에 피자, 토마토 파스타를 쪼금 먹을게","['피자', '토마토 파스타']"
5050,일일 저녁으로 족발 배추 된장국을 살짝 먹었어,"['족발', '배추 된장국']"
5051,오늘 식사는 아침에 짜장면하고 스테이크를 맛있게 먹었어,"['짜장면', '스테이크']"
5052,오늘 아침에 김치찜이랑 만두국을 조금 먹을꺼야,"['김치찜', '만두국']"
5053,내일 식사는 2시에 나시고랭과 나시고랭을 빨리,"['나시고랭', '나시고랭']"
5054,내일 식사는 10시에 돈까스와 토마토 샐러드를 빨리,"['돈까스', '토마토 샐러드']"
5055,오후에 팟타이랑 순두부찌개를 많이 먹음,"['팟타이', '순두부찌개']"
5056,"내일 식사는 저녁에 김밥, 김치찜을 먹었다","['김밥', '김치찜']"
5057,내일 식사는 오후에 족발 보쌈과 피자를 적정량 먹을것임,"['족발 보쌈', '피자']"
5058,오늘 2시에 볶음밥하고 족발 보쌈과 만두국을 먹음,"['볶음밥', '족발 보쌈', '만두국']"
5059,그저께 3시에 배추 김치 돈까스를 쪼금 먹을꺼야,"['배추 김치', '돈까스']"
5060,그저께 12시에 로제 파스타하고 팟타이를 조금 먹었어,"['로제 파스타', '팟타이']"
5061,익일 식사로는 7시에 떡만두국이랑 김치찜을 적당히 먹었다,"['떡만두국', '김치찜']"
5062,익일 식사로는 11시에 간짜장이랑 한우를 많이 먹었네,"['간짜장', '한우']"
5063,내일 모레 저녁에 토마토 파스타랑 소고기 비빔밥을 쪼금 먹을꺼야,"['토마토 파스타', '소고기 비빔밥']"
5064,익일 오후에 제육볶음하고 알리오올리오를 없음 먹었네,"['제육볶음', '알리오올리오']"
5065,오늘 식사로는 9시에 스테이크와 라면을 적정량,"['스테이크', '라면']"
5066,익일 식사로는 5시에 스테이크 탕수육을 급하게 먹었어,"['스테이크', '탕수육']"
5067,내일 식사는 저녁으로 짜장면과 갈비를 적당히 먹을꺼야,"['짜장면', '갈비']"
5068,일일 저녁에 배추 된장국이랑 족발을 살짝 먹을것임,"['배추 된장국', '족발']"
5069,"일일 8시에 평양 냉면, 김치를 급하게 먹었네","['평양 냉면', '김치']"
5070,익일 식사로는 소고기 비빔밥을 맛있게 먹었다,['소고기 비빔밥']
5071,오늘 식사로는 저녁에 볶음밥 갈비탕을 살짝,"['볶음밥', '갈비탕']"
5072,내일 식사는 1시에 짜장면과 볶음밥을 많이 먹을것임,"['짜장면', '볶음밥']"
5073,내일  저녁으로 로제 파스타하고 소고기 비빔밥을 적당히 먹었다,"['로제 파스타', '소고기 비빔밥']"
5074,내일 모레 오전에 김치 볶음밥이랑 김치찜을 조금만,"['김치 볶음밥', '김치찜']"
5075,내일 식사로는 라면 한우를 적당히 먹을것 같아,"['라면', '한우']"
5076,"금일 식사로는 1시에 햄버거, 김치찜을 적정량 먹을것 같아","['햄버거', '김치찜']"
5077,8시에 콩밥 떡만두국과 로제 파스타를 쪼금 먹을꺼야,"['콩밥', '떡만두국', '로제 파스타']"
5078,금일 식사로는 저녁에 갈비탕이랑 삼겹살이랑 떡을 조금만 먹음,"['갈비탕', '삼겹살', '떡']"
5079,1시에 갈비탕이랑 소고기를 없음 먹을꺼야,"['갈비탕', '소고기']"
5080,내일 식사로는 점심으로 콩밥 비빔밥을 조금만,"['콩밥', '비빔밥']"
5081,내일  저녁으로 냉면 밥을 급하게 먹을것 같아,"['냉면', '밥']"
5082,오늘 식사로는 점심으로 팟타이하고 소고기 비빔밥을 없음 먹을게,"['팟타이', '소고기 비빔밥']"
5083,"오늘 식사는 4시에 배추 김치, 된장찌개를 조금","['배추 김치', '된장찌개']"
5084,"일일 오전에 갈비탕, 간짜장면을 맛있게 먹을것임","['갈비탕', '간짜장면']"
5085,내일  간식으로 비빔밥과 총각 김치를 빨리 먹을꺼야,"['비빔밥', '총각 김치']"
5086,금일 2시에 냉면이랑 떡을 쪼금 먹을것 같아,"['냉면', '떡']"
5087,내일 식사로는 10시에 배추 김치 소고기 비빔밥을 적정량 먹을것 같아,"['배추 김치', '소고기 비빔밥']"
5088,오늘 7시에 간짜장 제육볶음을 적정량 먹을것임,"['간짜장', '제육볶음']"
5089,내일 식사는 6시에 한우 간짜장면이랑 토마토 파스타를 먹었네,"['한우', '간짜장면', '토마토 파스타']"
5090,금일 점심으로 된장찌개와 김치를 적정량 먹을게,"['된장찌개', '김치']"
5091,내일 식사로는 7시에 오복쟁반 한우를 조금만 먹을꺼야,"['오복쟁반', '한우']"
5092,익일 아침에 총각 김치하고 스테이크를 살짝 먹을것 같아,"['총각 김치', '스테이크']"
5093,1시에 짜장면과 순두부찌개하고 오복쟁반을 적당히,"['짜장면', '순두부찌개', '오복쟁반']"
5094,내일 식사는 밥 갈비탕을 조금만 먹을꺼야,"['밥', '갈비탕']"
5095,오늘 식사는 9시에 돈까스랑 돈까스를 쪼금 먹었다,"['돈까스', '돈까스']"
5096,익일 식사로는 아침으로 마라탕하고 쌀밥을 빨리 먹었어,"['마라탕', '쌀밥']"
5097,"내일 식사는 3시에 콩밥, 스테이크를 없음 먹을게","['콩밥', '스테이크']"
5098,내일 모레 간짜장면 배추 김치를 없음 먹었네,"['간짜장면', '배추 김치']"
5099,"그저께 저녁에 배추, 소고기 비빔밥을 급하게 먹을게","['배추', '소고기 비빔밥']"
5100,내일 식사는 10시에 갈비탕이랑 비빔밥을 맛있게 먹었다,"['갈비탕', '비빔밥']"
5101,"내일 식사는 3시에 비빔밥, 배추 김치를 없음 먹을것임","['비빔밥', '배추 김치']"
5102,그저께 아침으로 소고기하고 떡을 먹음,"['소고기', '떡']"
5103,오늘 2시에 족발 보쌈 떡만두국을 적당히 먹었다,"['족발 보쌈', '떡만두국']"
5104,6시에 보쌈이랑 탕수육을 먹었네,"['보쌈', '탕수육']"
5105,"금일 식사로는 6시에 콩밥, 로제 파스타를 조금만 먹을것 같아","['콩밥', '로제 파스타']"
5106,"내일 모레 6시에 알리오올리오, 만두국을 맛있게 먹었네","['알리오올리오', '만두국']"
5107,오늘 간식으로 제육볶음이랑 스테이크를 살짝 먹었다,"['제육볶음', '스테이크']"
5108,익일 점심에 소고기 비빔밥이랑 배추를 많이 먹을것임,"['소고기 비빔밥', '배추']"
5109,어제 저녁으로 된장 라면 알리오올리오를 먹었네,"['된장 라면', '알리오올리오']"
5110,"그저께 3시에 족발 보쌈, 제육볶음, 족발이랑 알리오올리오와 순두부찌개를 많이 먹음","['족발 보쌈', '제육볶음', '족발', '알리오올리오', '순두부찌개']"
5111,내일 식사는 12시에 갈비탕하고 간짜장면을 급하게,"['갈비탕', '간짜장면']"
5112,내일 모레 6시에 삼겹살 갈비탕을 없음 먹음,"['삼겹살', '갈비탕']"
5113,점심에 갈비탕이랑 밥을 먹을것 같아,"['갈비탕', '밥']"
5114,내일  5시에 김치찌개 배추 김치를 조금,"['김치찌개', '배추 김치']"
5115,어제 7시에 김치랑 밥을 먹을것 같아,"['김치', '밥']"
5116,일일 밥 배추 된장국을 조금만 먹을것 같아,"['밥', '배추 된장국']"
5117,오늘 12시에 짜장면과 로제 파스타를 맛있게,"['짜장면', '로제 파스타']"
5118,일일 점심으로 떡만두국과 김치를 쪼금 먹었네,"['떡만두국', '김치']"
5119,내일  10시에 된장 라면 소고기를 많이 먹을게,"['된장 라면', '소고기']"
5120,내일  아침으로 알리오올리오랑 나시고랭을 급하게 먹을게,"['알리오올리오', '나시고랭']"
5121,내일  오후에 김밥 배추를 쪼금 먹을꺼야,"['김밥', '배추']"
5122,"금일 식사로는 아침에 수육, 김치 볶음밥 떡을 급하게","['수육', '김치 볶음밥', '떡']"
5123,일일 8시에 냉면하고 알리오올리오를 조금만 먹었네,"['냉면', '알리오올리오']"
5124,어제 저녁으로 소고기 밥을 없음,"['소고기', '밥']"
5125,금일 식사로는 9시에 피자를 적당히 먹을게,['피자']
5126,익일 식사로는 6시에 족발 보쌈과 토마토를 살짝 먹을게,"['족발 보쌈', '토마토']"
5127,"일일 7시에 총각 김치, 토마토 파스타를 맛있게 먹을것임","['총각 김치', '토마토 파스타']"
5128,내일 모레 간식으로 된장찌개랑 된장 라면을 급하게 먹었네,"['된장찌개', '된장 라면']"
5129,금일 식사로는 제육볶음이랑 밥을 적당히 먹을것임,"['제육볶음', '밥']"
5130,오늘 식사는 점심으로 볶음밥과 만두국 토마토를 쪼금 먹었네,"['볶음밥', '만두국', '토마토']"
5131,내일  저녁에 토마토 샐러드하고 제육볶음을 맛있게 먹을게,"['토마토 샐러드', '제육볶음']"
5132,오늘 식사로는 족발 보쌈과 소고기 비빔밥을 맛있게 먹을꺼야,"['족발 보쌈', '소고기 비빔밥']"
5133,오늘 식사로는 간식으로 로제 파스타와 김밥을 살짝 먹음,"['로제 파스타', '김밥']"
5134,오늘 아침에 배추 김치를 조금 먹을것임,['배추 김치']
5135,"익일 식사는 2시에 김치찜, 족발 보쌈을 적당히 먹을것 같아","['김치찜', '족발 보쌈']"
5136,내일 식사는 아침으로 간짜장면 갈비탕을 없음 먹었어,"['간짜장면', '갈비탕']"
5137,일일 10시에 떡만두국이랑 간짜장을 조금만 먹을것임,"['떡만두국', '간짜장']"
5138,내일 식사로는 오전에 김치찌개를 조금만,['김치찌개']
5139,어제 저녁으로 밥 수육을 쪼금,"['밥', '수육']"
5140,5시에 한우하고 김밥을 살짝 먹을꺼야,"['한우', '김밥']"
5141,그저께 8시에 라면이랑 김밥을 급하게 먹을꺼야,"['라면', '김밥']"
5142,오늘 아침으로 돈까스를 적당히 먹을것 같아,['돈까스']
5143,오늘 식사는 7시에 된장찌개와 배추 된장국을 적정량 먹음,"['된장찌개', '배추 된장국']"
5144,오늘 식사는 3시에 배추 김치랑 토마토 샐러드를 살짝 먹을것임,"['배추 김치', '토마토 샐러드']"
